LoanStatus,BorrowerAPR,ProsperRating,LoanOriginalAmount,Term,IsBorrowerHomeowner,EmploymentStatus,EmploymentStatusDuration,DebtToIncomeRatio,IncomeRange
Defaulted,0.2837,D,2500,36,True,Employed,1.0,0.12,$50-75k
Completed,0.21372,B,5000,36,False,Employed,8.0,0.06,$50-75k
Completed,0.2951,D,7000,36,True,Employed,6.0,0.59,$25-50k
Completed,0.22875,C,12000,36,False,Employed,19.0,0.14,$75-100k
Defaulted,0.20357999999999998,B,8000,60,False,Employed,5.0,0.19,$25-50k
Completed,0.33445,D,6300,36,False,Employed,2.0,0.09,>$100k
PastDue,0.19645,B,20000,36,True,Employed,4.0,0.18,$75-100k
Defaulted,0.26877,D,10000,60,True,Employed,8.0,0.27,$25-50k
Completed,0.28974,D,4000,36,True,Employed,7.0,0.27,$25-50k
Completed,0.35796999999999995,HR,4000,36,True,Employed,20.0,0.08,$75-100k
Completed,0.09434,AA,6000,36,True,Employed,7.0,0.36,$75-100k
Completed,0.202,B,4200,36,True,Employed,12.0,0.06,$25-50k
Completed,0.15833,A,15000,36,True,Employed,7.0,0.28,>$100k
Completed,0.31053000000000003,D,5000,36,True,Employed,18.0,0.18,$50-75k
Completed,0.34408,E,4000,60,False,Employed,11.0,0.13,$50-75k
Completed,0.3104,D,9999,12,True,Employed,9.0,0.32,>$100k
Completed,0.06828,AA,25000,36,True,Employed,1.0,0.06,>$100k
PastDue,0.33297,E,10000,60,False,Employed,1.0,0.53,$25-50k
Defaulted,0.35643,E,2500,36,False,Employed,2.0,0.21,$25-50k
PastDue,0.20524,C,15000,36,True,Employed,21.0,0.34,$75-100k
Completed,0.26681,D,11500,36,True,Employed,1.0,0.27,>$100k
Completed,0.30461,E,2000,12,False,Employed,23.0,0.11,$50-75k
Completed,0.07439,AA,3500,36,True,Employed,1.0,0.17,$50-75k
Completed,0.3659,E,6000,36,False,Employed,4.0,0.18,>$100k
Defaulted,0.24245999999999998,C,2000,36,True,Employed,34.0,0.08,$50-75k
Completed,0.1726,B,3100,12,True,Employed,4.0,0.49,$75-100k
Defaulted,0.28574,D,2100,36,True,Employed,27.0,0.14,$25-50k
Completed,0.26681,D,5000,36,False,Employed,7.0,0.36,$75-100k
Completed,0.25494,C,6500,36,True,Employed,10.0,0.26,>$100k
Completed,0.35643,E,6000,36,False,Not employed,1.0,,Not employed
Defaulted,0.29486,D,5500,36,False,Other,8.0,0.41,$0-25k
Defaulted,0.22693000000000002,B,2000,60,False,Employed,8.0,0.07,$75-100k
Completed,0.10375,A,2000,36,True,Employed,14.0,0.21,$75-100k
Defaulted,0.35796999999999995,HR,2500,36,False,Other,1.0,0.21,$0-25k
Completed,0.28974,D,10000,36,True,Employed,4.0,0.34,$50-75k
Completed,0.15144000000000002,A,2500,36,True,Employed,3.0,0.23,$25-50k
Completed,0.27466999999999997,D,3500,36,False,Employed,5.0,0.15,$25-50k
PastDue,0.22712,C,6500,36,False,Employed,7.0,0.17,$25-50k
Completed,0.35796999999999995,HR,4000,36,True,Other,1.0,0.82,$0-25k
Defaulted,0.30532,D,5000,36,True,Self-employed,17.0,,$50-75k
Completed,0.35643,E,7500,36,False,Employed,3.0,0.17,$50-75k
Completed,0.21341999999999997,C,7500,36,False,Employed,2.0,0.11,$75-100k
Defaulted,0.20705,B,15000,60,True,Employed,28.0,0.22,$25-50k
Completed,0.13545,A,15000,36,True,Employed,7.0,0.15,>$100k
Completed,0.30532,D,10000,36,True,Employed,13.0,0.31,>$100k
Completed,0.28728000000000004,D,2000,36,False,Employed,8.0,0.22,$25-50k
Completed,0.13276,A,1200,36,True,Employed,8.0,0.22,$75-100k
Completed,0.1933,A,9443,60,False,Employed,4.0,0.14,$0-25k
Defaulted,0.30532,D,7500,36,False,Employed,1.0,0.42,$25-50k
Completed,0.24011,C,1750,36,False,Employed,17.0,0.31,$25-50k
Completed,0.21832,C,7000,60,True,Employed,16.0,0.44,$25-50k
Completed,0.25424,D,7500,36,False,Employed,15.0,0.09,$75-100k
Completed,0.12491,A,10000,36,True,Employed,2.0,0.14,$75-100k
Completed,0.16652999999999998,B,7500,36,False,Employed,6.0,0.15,$75-100k
Completed,0.11295999999999999,A,3000,36,False,Employed,3.0,0.11,$75-100k
PastDue,0.21391999999999997,B,15000,60,True,Employed,15.0,0.37,$75-100k
Completed,0.11295999999999999,A,2300,36,True,Employed,14.0,0.25,>$100k
Completed,0.24983000000000002,C,11500,36,False,Employed,5.0,0.62,$25-50k
Defaulted,0.35838000000000003,E,4000,60,False,Employed,2.0,,$25-50k
Completed,0.06327,AA,5200,36,True,Employed,1.0,0.06,$50-75k
Completed,0.11765999999999999,A,8000,36,False,Employed,7.0,0.22,$25-50k
Completed,0.16652999999999998,B,12000,36,True,Employed,1.0,0.25,$50-75k
Completed,0.25486,C,8000,36,True,Employed,1.0,0.3,$75-100k
Completed,0.29588000000000003,D,7000,36,False,Employed,5.0,,$25-50k
Completed,0.35372,HR,3000,36,False,Self-employed,6.0,,$25-50k
Defaulted,0.35796999999999995,HR,4000,36,False,Employed,21.0,0.25,$25-50k
Completed,0.35244000000000003,E,4500,36,False,Employed,10.0,1.22,$0-25k
Completed,0.23149,C,7500,36,True,Employed,8.0,0.34,$50-75k
Completed,0.10436,A,7000,36,True,Employed,1.0,0.37,$0-25k
Completed,0.16208,B,5000,36,True,Employed,10.0,0.5,$75-100k
Completed,0.33084,D,3000,12,True,Employed,5.0,0.31,$75-100k
Completed,0.31375,D,9000,60,False,Employed,21.0,0.17,$75-100k
Defaulted,0.12137,A,1200,36,False,Employed,1.0,0.02,$25-50k
Completed,0.32321,E,4000,60,True,Other,2.0,,$25-50k
Completed,0.27273000000000003,D,3200,36,True,Employed,27.0,0.19,>$100k
Completed,0.35838000000000003,E,4000,60,False,Employed,12.0,0.18,$75-100k
Defaulted,0.34731,E,4000,36,False,Employed,8.0,,$25-50k
Completed,0.27103,C,2900,36,True,Employed,10.0,0.22,>$100k
Completed,0.27466999999999997,D,5000,36,True,Employed,5.0,0.24,$50-75k
Completed,0.35131999999999997,E,2500,36,True,Employed,11.0,0.18,$50-75k
Completed,0.31616,E,4000,36,False,Employed,10.0,0.31,$25-50k
Defaulted,0.3142,D,11750,60,False,Employed,7.0,0.61,$25-50k
Completed,0.31032,E,4000,12,True,Employed,1.0,0.28,>$100k
Defaulted,0.30696999999999997,D,6000,60,True,Employed,32.0,0.21,$50-75k
Completed,0.35244000000000003,E,4000,36,False,Part-time,6.0,0.87,$0-25k
Completed,0.31053000000000003,D,3000,36,False,Employed,5.0,,$0-25k
Completed,0.34621,E,7500,36,False,Employed,26.0,0.19,$25-50k
Defaulted,0.15833,A,11413,36,False,Employed,1.0,0.98,$0-25k
Completed,0.12309,A,10000,36,False,Employed,6.0,0.37,$50-75k
Completed,0.37453000000000003,HR,5400,36,True,Self-employed,7.0,,>$100k
Completed,0.29334,C,2400,36,True,Employed,20.0,0.2,$75-100k
Defaulted,0.35796999999999995,HR,4000,36,False,Self-employed,3.0,,$25-50k
Defaulted,0.28851,D,4500,36,True,Employed,6.0,0.17,$50-75k
Completed,0.18192,B,3500,12,True,Employed,11.0,0.51,$50-75k
Completed,0.1831,A,14000,60,False,Employed,3.0,0.19,$50-75k
Completed,0.25836,C,9000,36,False,Employed,13.0,0.12,>$100k
Defaulted,0.25451,C,12500,60,False,Employed,4.0,0.54,$25-50k
PastDue,0.33698,E,4000,60,False,Employed,8.0,,$25-50k
Defaulted,0.35838000000000003,E,4000,60,True,Employed,17.0,0.6,$50-75k
Completed,0.09837,AA,7000,36,False,Employed,1.0,0.13,$75-100k
Defaulted,0.38058000000000003,E,5000,36,False,Part-time,5.0,0.14,$0-25k
Completed,0.35643,HR,2000,36,False,Employed,1.0,0.14,$50-75k
Defaulted,0.2951,D,2000,36,True,Employed,13.0,0.13,>$100k
PastDue,0.22415,C,10000,36,False,Self-employed,13.0,,$25-50k
Completed,0.13545,A,2800,36,True,Employed,4.0,0.27,$50-75k
Completed,0.35643,E,7500,36,True,Self-employed,1.0,,>$100k
Completed,0.35796999999999995,HR,2870,36,True,Self-employed,7.0,,$75-100k
Defaulted,0.35796999999999995,HR,2000,36,True,Employed,5.0,0.11,>$100k
Defaulted,0.16652999999999998,B,5000,36,True,Employed,8.0,0.13,$50-75k
Completed,0.34998,E,4000,36,False,Self-employed,20.0,,$75-100k
Completed,0.34621,E,4500,36,True,Employed,10.0,0.43,$25-50k
Completed,0.17754,B,7000,36,False,Employed,12.0,0.13,$75-100k
Completed,0.16005,B,5000,36,True,Employed,8.0,,$75-100k
Completed,0.35643,HR,4000,36,False,Self-employed,8.0,,>$100k
Completed,0.14409,A,11000,36,True,Employed,22.0,0.4,$75-100k
Completed,0.35796999999999995,HR,4000,36,False,Employed,14.0,0.32,$50-75k
Defaulted,0.34621,E,5000,36,True,Employed,19.0,,$0-25k
PastDue,0.30182,E,4000,36,False,Employed,1.0,0.09,$75-100k
Defaulted,0.19645,B,10000,36,False,Employed,6.0,0.12,$75-100k
Completed,0.25486,C,4000,36,True,Employed,14.0,0.35,$50-75k
Completed,0.35796999999999995,HR,4000,36,False,Employed,5.0,0.25,$25-50k
Defaulted,0.15499000000000002,B,3000,36,False,Part-time,5.0,0.11,$0-25k
Completed,0.16652999999999998,B,5000,36,True,Employed,2.0,0.28,$25-50k
Defaulted,0.32576,E,7500,36,True,Employed,4.0,0.21,$50-75k
Completed,0.12528,A,19500,36,True,Employed,17.0,0.13,>$100k
Completed,0.124,A,7500,36,True,Employed,6.0,0.05,>$100k
Completed,0.38723,HR,4500,36,False,Employed,4.0,0.5,$25-50k
PastDue,0.25424,D,4446,36,False,Employed,10.0,0.07,$50-75k
Completed,0.30030999999999997,D,2500,36,False,Employed,3.0,0.31,$50-75k
Completed,0.35796999999999995,HR,2000,36,False,Employed,7.0,0.08,$25-50k
Completed,0.21025,C,6400,36,False,Employed,1.0,0.2,$50-75k
Completed,0.21223000000000003,D,3000,36,True,Employed,16.0,0.21,$50-75k
Defaulted,0.35244000000000003,E,7000,36,False,Employed,13.0,0.37,$50-75k
PastDue,0.31375,D,10000,60,True,Employed,9.0,0.09,$75-100k
Completed,0.25424,D,6000,36,False,Employed,8.0,0.14,>$100k
Completed,0.2173,C,7000,36,True,Employed,7.0,0.14,$25-50k
Completed,0.17359000000000002,B,11500,36,True,Employed,10.0,0.14,>$100k
Completed,0.10878,AA,15000,60,True,Employed,27.0,0.3,$75-100k
Defaulted,0.35285,HR,2000,36,False,Other,4.0,0.2,$50-75k
Completed,0.1716,C,2500,36,False,Employed,4.0,0.32,$25-50k
Completed,0.06589,AA,3000,12,True,Employed,3.0,0.08,$50-75k
Completed,0.33097,D,5500,36,False,Employed,1.0,0.14,$25-50k
Defaulted,0.34621,E,7500,36,False,Employed,5.0,1.11,$25-50k
Completed,0.35843,E,5000,12,False,Employed,13.0,0.18,$50-75k
Completed,0.25718,C,10000,60,True,Employed,2.0,0.46,$50-75k
Defaulted,0.34886999999999996,HR,3000,36,False,Employed,18.0,0.43,$25-50k
PastDue,0.30532,D,7000,36,True,Employed,31.0,0.21,$75-100k
Completed,0.11295999999999999,A,2200,36,False,Self-employed,4.0,,$0-25k
Defaulted,0.25013,C,15000,36,False,Employed,1.0,0.41,$25-50k
Completed,0.23121,C,6500,36,True,Employed,15.0,0.13,$50-75k
Completed,0.11499000000000001,A,6000,36,True,Employed,16.0,0.38,$75-100k
Completed,0.1717,B,3000,36,False,Self-employed,4.0,,$0-25k
PastDue,0.35796999999999995,HR,4000,36,False,Employed,18.0,0.68,$0-25k
Completed,0.30532,D,2000,36,False,Employed,8.0,0.06,$0-25k
Completed,0.21372,B,15000,36,True,Employed,1.0,0.15,$75-100k
Completed,0.29588000000000003,D,5000,36,False,Employed,3.0,0.07,$50-75k
Completed,0.31134,E,4000,12,False,Employed,2.0,0.17,$25-50k
Completed,0.29588000000000003,D,6000,36,True,Employed,9.0,0.29,$50-75k
Defaulted,0.20705,B,15000,60,False,Other,28.0,0.3,$25-50k
Defaulted,0.35643,E,4000,36,False,Employed,4.0,0.08,$25-50k
Completed,0.22693000000000002,C,3000,36,False,Part-time,5.0,0.22,$0-25k
Completed,0.35796999999999995,HR,4000,36,True,Employed,8.0,0.3,$50-75k
Defaulted,0.34621,E,4500,36,True,Employed,5.0,0.35,$50-75k
Completed,0.22338000000000002,C,2500,36,False,Employed,18.0,0.34,$50-75k
Completed,0.33215,E,4000,36,False,Employed,8.0,0.14,>$100k
Completed,0.29284,C,3100,36,False,Employed,9.0,0.22,$75-100k
Completed,0.35643,E,4000,36,False,Employed,6.0,0.19,$25-50k
Completed,0.35643,HR,4000,36,True,Employed,9.0,0.37,$50-75k
Defaulted,0.34576999999999997,E,4000,36,False,Not employed,7.0,,Not employed
Completed,0.29286999999999996,D,2000,12,True,Employed,16.0,0.25,$75-100k
Completed,0.19364,B,9000,60,False,Employed,6.0,0.35,$25-50k
Completed,0.15752,A,20500,60,True,Employed,7.0,0.27,$75-100k
Completed,0.25781,D,8500,36,False,Self-employed,1.0,,$0-25k
Defaulted,0.28704,D,15000,60,False,Employed,6.0,0.41,$50-75k
Completed,0.21475999999999998,HR,1500,36,False,Self-employed,22.0,,$25-50k
Defaulted,0.25886,C,15000,36,True,Employed,9.0,0.32,$50-75k
Completed,0.35643,E,3000,36,False,Employed,7.0,0.18,$25-50k
PastDue,0.28078000000000003,E,8750,60,False,Employed,10.0,0.28,$25-50k
Completed,0.33321999999999996,HR,2100,36,True,Self-employed,3.0,,$25-50k
Defaulted,0.29588000000000003,D,5000,36,True,Employed,4.0,0.27,$50-75k
Completed,0.18183,C,3000,36,True,Employed,6.0,,$50-75k
Completed,0.27285,D,15000,36,False,Employed,8.0,0.18,$50-75k
Completed,0.27285,D,8000,36,False,Employed,12.0,0.15,$25-50k
Completed,0.27466999999999997,D,5000,36,True,Employed,7.0,0.31,$25-50k
Completed,0.33553,E,4000,36,False,Employed,14.0,0.05,$50-75k
Completed,0.38723,HR,2800,36,True,Employed,4.0,0.27,$50-75k
Defaulted,0.23476999999999998,B,12500,60,False,Employed,2.0,0.18,$25-50k
Completed,0.18750999999999998,B,2500,36,True,Employed,4.0,0.1,$25-50k
Completed,0.1717,B,5000,36,True,Employed,10.0,0.13,$50-75k
Defaulted,0.28704,D,15000,60,False,Employed,1.0,0.44,$25-50k
Completed,0.14328,A,8000,36,False,Employed,4.0,0.07,$50-75k
Defaulted,0.35796999999999995,HR,4000,36,False,Employed,7.0,0.11,$25-50k
Completed,0.35796999999999995,HR,4000,36,False,Employed,12.0,0.32,$50-75k
Completed,0.27476999999999996,HR,5000,36,False,Self-employed,5.0,,$25-50k
Completed,0.35796999999999995,HR,2500,36,False,Employed,3.0,0.21,$50-75k
Completed,0.35796999999999995,HR,4000,36,True,Other,9.0,0.14,$25-50k
Completed,0.27285,D,9000,36,True,Employed,13.0,0.46,$50-75k
Defaulted,0.34886999999999996,HR,3000,36,False,Self-employed,5.0,,$25-50k
Completed,0.33553,E,4000,36,False,Not employed,2.0,,Not employed
Completed,0.30532,D,4500,36,True,Employed,19.0,0.31,>$100k
Completed,0.34576999999999997,E,4000,36,False,Employed,4.0,0.32,$25-50k
Defaulted,0.29464,D,5000,60,False,Employed,1.0,0.33,$25-50k
Completed,0.35643,E,6773,36,True,Employed,5.0,0.34,$25-50k
Defaulted,0.35643,HR,4000,36,False,Employed,1.0,,$25-50k
Completed,0.18986,B,9000,36,False,Employed,29.0,0.32,$50-75k
Completed,0.26681,D,5500,36,False,Self-employed,9.0,,$50-75k
Completed,0.24856,D,7000,60,False,Employed,10.0,0.18,$25-50k
Defaulted,0.34621,E,5500,36,True,Employed,11.0,0.18,>$100k
Completed,0.36075,HR,1500,36,True,Employed,6.0,0.23,$25-50k
Completed,0.34621,E,7500,36,True,Employed,3.0,,>$100k
Defaulted,0.12511,A,5000,36,False,Employed,4.0,0.15,$25-50k
Completed,0.17359000000000002,B,7500,36,True,Employed,1.0,0.13,>$100k
Defaulted,0.34621,E,7500,36,True,Employed,13.0,0.32,$50-75k
Completed,0.24148000000000003,C,2500,12,True,Employed,8.0,0.25,$50-75k
Completed,0.16802999999999998,B,8000,12,True,Employed,6.0,0.14,>$100k
Completed,0.16652999999999998,B,9500,36,False,Employed,2.0,0.42,$50-75k
Completed,0.29536999999999997,D,15000,36,True,Employed,6.0,0.15,>$100k
Completed,0.17322,B,15000,36,False,Employed,31.0,0.35,$75-100k
Defaulted,0.33342,HR,4200,36,True,Employed,1.0,0.17,$25-50k
Defaulted,0.35858,E,7500,36,False,Employed,1.0,,$0-25k
Completed,0.35643,E,5000,36,True,Employed,25.0,0.64,$25-50k
Completed,0.33553,E,4000,36,True,Employed,4.0,0.42,$25-50k
Completed,0.15789,D,1000,36,True,Employed,16.0,0.28,$50-75k
Defaulted,0.35088,E,7000,36,False,Employed,16.0,0.2,>$100k
Defaulted,0.24758000000000002,C,10000,36,False,Employed,2.0,,$75-100k
Completed,0.06439,AA,1000,12,False,Employed,1.0,0.1,$0-25k
Completed,0.08341,AA,10000,36,True,Self-employed,8.0,,>$100k
Completed,0.25424,D,7000,36,False,Employed,3.0,0.19,>$100k
Defaulted,0.23506999999999997,C,1500,36,False,Employed,3.0,0.02,$25-50k
Completed,0.15936,A,5500,60,True,Employed,20.0,0.08,$75-100k
PastDue,0.35796999999999995,HR,3000,36,True,Employed,23.0,0.48,>$100k
Defaulted,0.3628,E,1500,36,True,Employed,4.0,0.15,$50-75k
Defaulted,0.35643,E,5000,36,True,Employed,1.0,0.1,$50-75k
Completed,0.29588000000000003,D,5000,36,False,Employed,3.0,0.14,$50-75k
Defaulted,0.23318000000000003,B,9500,60,True,Employed,8.0,0.18,$25-50k
Defaulted,0.16652999999999998,B,10000,36,True,Employed,1.0,0.12,>$100k
Completed,0.35796999999999995,HR,4000,36,True,Employed,4.0,0.13,$50-75k
Completed,0.25424,D,3200,36,False,Employed,9.0,0.21,$25-50k
Completed,0.37733,E,1500,36,True,Employed,10.0,0.1,$50-75k
Completed,0.12105999999999999,A,3000,36,False,Employed,10.0,0.18,$25-50k
PastDue,0.18838,B,2500,12,False,Not employed,4.0,,Not employed
Defaulted,0.29370999999999997,D,10874,60,True,Employed,7.0,0.17,$50-75k
Completed,0.19236,B,10000,36,False,Employed,1.0,0.14,$75-100k
Completed,0.29486,D,5000,36,False,Employed,6.0,0.34,$50-75k
Defaulted,0.28974,D,8500,36,False,Employed,7.0,0.31,$0-25k
Completed,0.34576999999999997,E,2000,36,True,Employed,6.0,0.24,$25-50k
Completed,0.11650999999999999,A,10000,36,True,Employed,14.0,0.25,>$100k
Completed,0.29254,D,8800,36,True,Other,7.0,0.19,$75-100k
Completed,0.07539,AA,4000,36,False,Retired,20.0,0.08,$25-50k
Completed,0.30951,E,1000,36,False,Employed,8.0,1.04,$0-25k
Completed,0.33553,E,4000,36,True,Employed,26.0,0.14,$50-75k
Completed,0.35796999999999995,HR,4000,36,True,Employed,1.0,0.2,$75-100k
Completed,0.35796999999999995,HR,4000,36,False,Employed,3.0,0.08,$25-50k
Completed,0.124,A,5000,36,False,Employed,25.0,0.15,$50-75k
Completed,0.26333,D,7000,60,True,Employed,13.0,0.27,$50-75k
Completed,0.17322,B,6000,36,True,Employed,7.0,0.16,>$100k
Completed,0.28574,D,2000,36,False,Retired,9.0,0.11,$50-75k
Defaulted,0.3266,E,10000,60,True,Employed,4.0,0.46,$25-50k
Completed,0.31725,E,2000,12,True,Employed,7.0,0.27,$50-75k
Defaulted,0.24531999999999998,D,2000,12,False,Employed,5.0,0.17,$25-50k
Defaulted,0.25836,C,8900,36,False,Self-employed,9.0,,$50-75k
Completed,0.23383,C,2150,36,True,Employed,16.0,0.31,$50-75k
Completed,0.30111,D,2800,60,True,Employed,6.0,0.72,$25-50k
Completed,0.309,D,4000,36,False,Employed,2.0,0.14,$50-75k
Completed,0.15783,B,8000,60,False,Employed,12.0,0.19,$50-75k
Completed,0.2951,D,2000,36,False,Employed,7.0,0.11,$25-50k
Completed,0.11499000000000001,AA,10000,36,True,Employed,12.0,0.2,$25-50k
Defaulted,0.24251999999999999,C,15000,60,False,Employed,2.0,0.47,$25-50k
Completed,0.13697,A,10000,36,False,Employed,8.0,0.53,$0-25k
Completed,0.18192,B,4500,12,False,Employed,9.0,,$0-25k
Completed,0.2399,C,6000,36,False,Employed,1.0,0.17,$75-100k
Completed,0.22361999999999999,C,4000,36,True,Employed,1.0,0.28,$50-75k
Completed,0.34898,E,4000,12,True,Self-employed,8.0,,>$100k
Completed,0.09736,AA,25000,36,True,Employed,12.0,0.16,>$100k
Defaulted,0.31032,E,4000,36,True,Employed,14.0,0.34,$25-50k
Completed,0.28675,D,5000,36,False,Employed,2.0,0.06,>$100k
Completed,0.20931,B,14750,60,False,Employed,8.0,0.54,$25-50k
Defaulted,0.35796999999999995,HR,4000,36,False,Employed,8.0,0.44,$50-75k
Completed,0.13737,A,1100,36,False,Part-time,8.0,0.57,$0-25k
Completed,0.34106,D,6375,12,True,Employed,1.0,0.14,>$100k
Completed,0.32393,E,4000,60,True,Employed,6.0,0.23,$75-100k
Completed,0.38295999999999997,HR,1250,36,True,Employed,4.0,0.3,$25-50k
Completed,0.35796999999999995,HR,4000,36,True,Employed,11.0,0.09,>$100k
Defaulted,0.39153000000000004,HR,1500,36,False,Not employed,1.0,,Not employed
Completed,0.11765999999999999,A,3000,36,False,Retired,9.0,0.22,$25-50k
Completed,0.31053000000000003,D,3500,36,True,Employed,31.0,0.17,$25-50k
Completed,0.13068,A,5000,36,True,Employed,5.0,0.14,$50-75k
Completed,0.31368,E,2000,12,False,Employed,6.0,0.33,$75-100k
Defaulted,0.40679,E,1000,36,False,Retired,8.0,0.57,$0-25k
Completed,0.35643,HR,4000,36,True,Other,45.0,0.2,>$100k
Completed,0.22338000000000002,C,5000,36,True,Employed,10.0,0.33,$50-75k
PastDue,0.33973000000000003,E,4000,36,True,Employed,6.0,0.26,>$100k
Completed,0.3505,E,1000,36,False,Employed,9.0,0.13,$50-75k
Completed,0.34045,E,4000,36,True,Employed,10.0,0.36,$50-75k
Completed,0.37453000000000003,HR,2500,36,False,Part-time,1.0,0.16,$0-25k
Completed,0.09333,AA,6000,36,True,Employed,1.0,0.15,$50-75k
Completed,0.30933,D,15000,60,False,Employed,26.0,0.19,$75-100k
Completed,0.37733,HR,1500,36,True,Employed,9.0,0.29,$50-75k
Completed,0.13103,A,1000,36,True,Employed,3.0,0.2,$0-25k
PastDue,0.21945,C,8000,36,True,Employed,1.0,0.2,>$100k
Completed,0.10993,A,5000,36,False,Employed,4.0,0.18,$25-50k
Completed,0.24758000000000002,C,7000,36,False,Employed,3.0,0.15,$50-75k
Completed,0.29464,D,15000,60,False,Employed,7.0,0.29,$50-75k
Completed,0.2214,C,3500,60,True,Employed,7.0,0.25,$25-50k
Completed,0.12916,A,2800,36,True,Employed,1.0,0.15,$50-75k
Defaulted,0.14494,A,15000,60,True,Employed,16.0,0.06,$75-100k
Completed,0.26047,D,2000,36,False,Employed,7.0,0.32,$25-50k
Defaulted,0.33973000000000003,E,4000,36,True,Employed,22.0,0.48,$50-75k
Completed,0.21475999999999998,C,1500,36,False,Employed,5.0,0.29,$25-50k
Completed,0.14637999999999998,A,10000,36,True,Employed,30.0,0.19,>$100k
Completed,0.2878,D,6000,36,False,Employed,23.0,0.35,$50-75k
Defaulted,0.09736,AA,15000,36,True,Employed,19.0,0.32,$25-50k
Completed,0.37196,HR,1000,36,True,Other,14.0,0.35,$25-50k
Defaulted,0.22261999999999998,B,10000,60,False,Employed,6.0,0.26,$25-50k
Completed,0.1241,A,6000,36,False,Employed,14.0,0.17,$25-50k
Completed,0.26681,D,15000,36,False,Employed,9.0,0.36,$25-50k
Completed,0.16055999999999998,A,25000,36,True,Employed,3.0,0.18,>$100k
Completed,0.35796999999999995,HR,4000,36,False,Employed,5.0,0.25,$25-50k
Completed,0.18082,B,7500,36,True,Employed,4.0,0.05,>$100k
Completed,0.22338000000000002,C,25000,36,True,Employed,10.0,0.18,>$100k
PastDue,0.29363,E,10000,36,True,Employed,4.0,0.27,$25-50k
Completed,0.14494,A,5000,60,True,Employed,25.0,0.03,$50-75k
Completed,0.12345999999999999,A,1500,36,False,Part-time,7.0,0.62,$25-50k
Defaulted,0.29254,D,9500,36,False,Employed,20.0,0.17,$75-100k
Completed,0.10845999999999999,AA,9500,36,True,Employed,6.0,0.28,$25-50k
Completed,0.28838,D,1500,36,False,Employed,2.0,0.13,$50-75k
Completed,0.12427,A,3500,36,True,Employed,5.0,0.22,$50-75k
Defaulted,0.35796999999999995,HR,4000,36,True,Employed,16.0,0.61,$25-50k
Completed,0.29536999999999997,D,12500,36,False,Employed,22.0,0.23,$75-100k
Completed,0.30532,D,3800,36,False,Employed,5.0,0.13,$75-100k
Completed,0.38794,E,1400,36,False,Employed,1.0,0.47,$0-25k
Completed,0.34621,E,5000,36,True,Employed,13.0,0.29,$50-75k
Completed,0.3104,D,2000,12,False,Employed,3.0,0.22,$25-50k
Completed,0.3584,E,2000,12,False,Employed,1.0,0.4,$25-50k
Completed,0.38723,HR,4000,36,False,Employed,4.0,0.34,$25-50k
Completed,0.27462,C,15000,60,True,Employed,33.0,0.29,$50-75k
Completed,0.1839,E,1099,36,False,Self-employed,1.0,,$0-25k
Completed,0.11066,A,3200,12,False,Employed,2.0,0.21,$0-25k
Completed,0.232,C,2500,36,False,Part-time,2.0,0.37,$25-50k
Completed,0.11219000000000001,AA,16000,60,True,Employed,1.0,0.19,$75-100k
PastDue,0.17849,A,12500,60,True,Employed,3.0,0.11,$25-50k
Completed,0.33297,E,4000,60,True,Employed,4.0,0.36,>$100k
Defaulted,0.34215,E,1250,36,True,Part-time,2.0,0.7,$0-25k
Defaulted,0.38058000000000003,E,7500,36,True,Employed,5.0,0.3,$25-50k
Completed,0.11893,A,10000,12,True,Employed,7.0,0.18,>$100k
Completed,0.09232,AA,14000,36,True,Employed,12.0,0.12,>$100k
Completed,0.2951,D,7500,36,True,Employed,20.0,0.22,$75-100k
Completed,0.11295999999999999,A,2000,36,False,Part-time,2.0,0.32,$0-25k
Completed,0.27285,D,4000,36,False,Employed,26.0,0.17,$50-75k
Completed,0.25845999999999997,D,3200,12,False,Employed,9.0,,$25-50k
Defaulted,0.29251,E,1200,36,False,Retired,4.0,0.47,$25-50k
Completed,0.20357999999999998,B,15000,60,True,Employed,33.0,0.13,>$100k
Completed,0.20856999999999998,B,3000,12,False,Employed,1.0,0.1,$25-50k
Defaulted,0.24702,C,15000,60,True,Employed,5.0,0.47,$25-50k
Completed,0.33097,D,3000,36,True,Employed,12.0,0.1,$25-50k
PastDue,0.23318000000000003,B,15000,60,True,Employed,1.0,0.24,$50-75k
Defaulted,0.37453000000000003,E,3000,36,False,Employed,3.0,,$25-50k
Completed,0.28851,D,5000,36,True,Employed,2.0,0.16,$25-50k
Defaulted,0.35843,E,6815,12,True,Employed,7.0,,>$100k
Completed,0.28489000000000003,C,14000,60,True,Employed,1.0,0.6,$50-75k
Completed,0.33647,E,6000,36,False,Employed,11.0,0.44,$25-50k
Completed,0.17221,B,10000,36,True,Employed,4.0,0.09,$75-100k
Defaulted,0.41355,HR,1000,36,True,Employed,5.0,0.33,$50-75k
Completed,0.06888,AA,12000,36,True,Employed,9.0,0.08,$50-75k
Completed,0.31308,D,6000,36,False,Employed,7.0,0.17,>$100k
Defaulted,0.27462,C,10000,60,False,Employed,17.0,0.1,$25-50k
Completed,0.24531999999999998,D,2000,12,False,Employed,1.0,0.2,$25-50k
Defaulted,0.35643,E,7500,36,True,Self-employed,1.0,,$25-50k
Completed,0.06888,AA,17269,36,True,Employed,28.0,0.18,$50-75k
